Age0,Arm,Pars,Direction,Thres20,Thres30,Thres20_0,Thres30_0
60,RZV_2d,VE,Q025,113.44176833982289,165.2022578992255,172.9862093905459,251.79094375280033
60,RZV_2d,VE,Q975,222.71116762436375,323.9416048606387,172.9862093905459,251.79094375280033
60,RZV_2d,Inc,Q025,159.39362921056076,232.01802179126761,172.9862093905459,251.79094375280033
60,RZV_2d,Inc,Q975,188.1091239956773,273.79074905994173,172.9862093905459,251.79094375280033
60,RZV_2d,Hosp,Q025,170.46124452695804,249.26597888921248,172.9862093905459,251.79094375280033
60,RZV_2d,Hosp,Q975,177.090937585474,255.89567194772843,172.9862093905459,251.79094375280033
60,RZV_2d,PHN,Q025,172.6046974488325,251.40943181108693,172.9862093905459,251.79094375280033
60,RZV_2d,PHN,Q975,173.4645930876786,252.26932744993303,172.9862093905459,251.79094375280033
60,RZV_2d,Mor,Q025,172.50710079567224,251.07217743315016,172.9862093905459,251.79094375280033
60,RZV_2d,Mor,Q975,173.542765857129,252.62589858925188,172.9862093905459,251.79094375280033
60,RZV_2d,Q_HZ,Q025,158.6096512723805,230.22610657555222,172.9862093905459,251.79094375280033
60,RZV_2d,Q_HZ,Q975,190.4034852284602,277.91685750967184,172.9862093905459,251.79094375280033
60,RZV_2d,C_GP_NonPHN,Q025,172.9056989125416,251.71043327479603,172.9862093905459,251.79094375280033
60,RZV_2d,C_GP_NonPHN,Q975,173.068301634028,251.87303599628243,172.9862093905459,251.79094375280033
60,RZV_2d,C_GP_PHN,Q025,172.8562069222182,251.66094128447264,172.9862093905459,251.79094375280033
60,RZV_2d,C_GP_PHN,Q975,173.11309791367825,251.91783227593268,172.9862093905459,251.79094375280033
60,RZV_2d,C_Hosp,Q025,172.656525079366,251.46125944162043,172.9862093905459,251.79094375280033
60,RZV_2d,C_Hosp,Q975,173.3194786503931,252.12421301264754,172.9862093905459,251.79094375280033
65,RZV_2d,VE,Q025,111.31948190486789,161.822141584702,167.155142835008,242.93112229791004
65,RZV_2d,VE,Q975,210.35442260800477,305.5380158853418,167.155142835008,242.93112229791004
65,RZV_2d,Inc,Q025,153.9789022584048,223.7944288979032,167.155142835008,242.93112229791004
65,RZV_2d,Inc,Q975,181.7084468039566,264.0671210305113,167.155142835008,242.93112229791004
65,RZV_2d,Hosp,Q025,164.3519608506175,240.12794031351953,167.155142835008,242.93112229791004
65,RZV_2d,Hosp,Q975,171.7058384810492,247.48181794395123,167.155142835008,242.93112229791004
65,RZV_2d,PHN,Q025,166.76619851987667,242.5421779827787,167.155142835008,242.93112229791004
65,RZV_2d,PHN,Q975,167.64085735954993,243.41683682245196,167.155142835008,242.93112229791004
65,RZV_2d,Mor,Q025,166.65213270185254,242.17649654532136,167.155142835008,242.93112229791004
65,RZV_2d,Mor,Q975,167.73081887014132,243.79476399665126,167.155142835008,242.93112229791004
65,RZV_2d,Q_HZ,Q025,152.6650605800848,221.19599891552522,167.155142835008,242.93112229791004
65,RZV_2d,Q_HZ,Q975,184.743359083158,269.313446670135,167.155142835008,242.93112229791004
65,RZV_2d,C_GP_NonPHN,Q025,167.08097798003297,242.856957442935,167.155142835008,242.93112229791004
65,RZV_2d,C_GP_NonPHN,Q975,167.23076478488758,243.0067442477896,167.155142835008,242.93112229791004
65,RZV_2d,C_GP_PHN,Q025,167.0224660819823,242.79844554488432,167.155142835008,242.93112229791004
65,RZV_2d,C_GP_PHN,Q975,167.28464158577782,243.06062104867985,167.155142835008,242.93112229791004
65,RZV_2d,C_Hosp,Q025,166.78941455584464,242.5653940187467,167.155142835008,242.93112229791004
65,RZV_2d,C_Hosp,Q975,167.52481798903483,243.30079745193686,167.155142835008,242.93112229791004
70,RZV_2d,VE,Q025,104.83475299631891,152.0154613745594,156.2053605736321,226.5029223177181
70,RZV_2d,VE,Q975,192.7964593102658,279.44144396312964,156.2053605736321,226.5029223177181
70,RZV_2d,Inc,Q025,143.8497152707368,208.60031996747404,156.2053605736321,226.5029223177181
70,RZV_2d,Inc,Q975,169.77454905506062,246.16176795475232,156.2053605736321,226.5029223177181
