Age0,Arm,Pars,Direction,Thres20,Thres30,Thres20_0,Thres30_0
60,RZV_2d,VE,Q025,71.85669461568045,104.82719255629247,108.49805278138693,158.23377776797508
60,RZV_2d,VE,Q975,136.63844025437774,199.16721969818005,108.49805278138693,158.23377776797508
60,RZV_2d,Inc,Q025,99.95232859951848,145.7755820547668,108.49805278138693,158.23377776797508
60,RZV_2d,Inc,Q975,118.04502083737532,172.15247035944478,108.49805278138693,158.23377776797508
60,RZV_2d,Hosp,Q025,107.25204288928641,156.9877678758746,108.49805278138693,158.23377776797508
60,RZV_2d,Hosp,Q975,110.54293865492943,160.2786636415176,108.49805278138693,158.23377776797508
60,RZV_2d,PHN,Q025,108.26590322073746,158.00162820732564,108.49805278138693,158.23377776797508
60,RZV_2d,PHN,Q975,108.78924036266864,158.5249653492568,108.49805278138693,158.23377776797508
60,RZV_2d,Mor,Q025,108.29398319280114,157.92763412136557,108.49805278138693,158.23377776797508
60,RZV_2d,Mor,Q975,108.73597231169398,158.59070251181464,108.49805278138693,158.23377776797508
60,RZV_2d,Q_HZ,Q025,100.2956113772854,145.9301156618228,108.49805278138693,158.23377776797508
60,RZV_2d,Q_HZ,Q975,119.05762152870172,174.07313088894728,108.49805278138693,158.23377776797508
60,RZV_2d,C_GP_NonPHN,Q025,108.44011783552953,158.17584282211772,108.49805278138693,158.23377776797508
60,RZV_2d,C_GP_NonPHN,Q975,108.5537862461545,158.28951123274268,108.49805278138693,158.23377776797508
60,RZV_2d,C_GP_PHN,Q025,108.41893495488087,158.15465994146902,108.49805278138693,158.23377776797508
60,RZV_2d,C_GP_PHN,Q975,108.57588015738185,158.31160514397,108.49805278138693,158.23377776797508
60,RZV_2d,C_Hosp,Q025,108.34024264694231,158.0759676335305,108.49805278138693,158.23377776797508
60,RZV_2d,C_Hosp,Q975,108.64533166201828,158.38105664860643,108.49805278138693,158.23377776797508
65,RZV_2d,VE,Q025,75.388814628558535,109.76238375178573,112.88194721877912,164.33082531347003
65,RZV_2d,VE,Q975,139.92755203607726,203.61094273571095,112.88194721877912,164.33082531347003
65,RZV_2d,Inc,Q025,103.94439547072609,151.32569213466363,112.88194721877912,164.33082531347003
65,RZV_2d,Inc,Q975,122.76017279205459,178.7046969907446,112.88194721877912,164.33082531347003
65,RZV_2d,Hosp,Q025,111.29652032251249,162.7453984172034,112.88194721877912,164.33082531347003
65,RZV_2d,Hosp,Q975,115.47827281144474,166.92715090613567,112.88194721877912,164.33082531347003
65,RZV_2d,PHN,Q025,112.620935063454,164.0698131581449,112.88194721877912,164.33082531347003
65,RZV_2d,PHN,Q975,113.20715557261039,164.6560336673013,112.88194721877912,164.33082531347003
65,RZV_2d,Mor,Q025,112.63845281695497,163.96553475171498,112.88194721877912,164.33082531347003
65,RZV_2d,Mor,Q975,113.15969776293018,164.7475073003802,112.88194721877912,164.33082531347003
65,RZV_2d,Q_HZ,Q025,103.86160703530703,150.80031503826189,112.88194721877912,164.33082531347003
65,RZV_2d,Q_HZ,Q975,124.59315782617378,181.897641224562,112.88194721877912,164.33082531347003
65,RZV_2d,C_GP_NonPHN,Q025,112.82500916715549,164.2738872618464,112.88194721877912,164.33082531347003
65,RZV_2d,C_GP_NonPHN,Q975,112.9367216704876,164.3855997651785,112.88194721877912,164.33082531347003
65,RZV_2d,C_GP_PHN,Q025,112.79278595652293,164.24166405121383,112.88194721877912,164.33082531347003
65,RZV_2d,C_GP_PHN,Q975,112.96965421716666,164.41853231185758,112.88194721877912,164.33082531347003
65,RZV_2d,C_Hosp,Q025,112.68180291206006,164.13068100675096,112.88194721877912,164.33082531347003
65,RZV_2d,C_Hosp,Q975,113.06846394724425,164.51734204193517,112.88194721877912,164.33082531347003
70,RZV_2d,VE,Q025,75.80798353888221,110.06351903751957,113.1175755670049,164.2397804942724
70,RZV_2d,VE,Q975,138.2856722430373,200.7127905226683,113.1175755670049,164.2397804942724
70,RZV_2d,Inc,Q025,104.10796738010704,151.16535344228183,113.1175755670049,164.2397804942724
70,RZV_2d,Inc,Q975,122.99083755681605,178.56624945149545,113.1175755670049,164.2397804942724
70,RZV_2d,Hosp,Q025,111.11895622092129,162.24116114818878,113.1175755670049,164.2397804942724
70,RZV_2d,Hosp,Q975,116.3586530705073,167.4808579977748,113.1175755670049,164.2397804942724
70,RZV_2d,PHN,Q025,112.83739053021945,163.95959545748696,113.1175755670049,164.2397804942724
70,RZV_2d,PHN,Q975,113.46788535554043,164.59009028280792,113.1175755670049,164.2397804942724
70,RZV_2d,Mor,Q025,112.83856918491574,163.82121117269364,113.1175755670049,164.2397804942724
70,RZV_2d,Mor,Q975,113.4307385475357,164.70959308807528,113.1175755670049,164.2397804942724
