Agp,N_All,N_ZVL,N_ZVL2,N_ZVL5,N_Protected,P_ZVL,P_ZVL2,P_ZVL5,P_Protected
"[60,65)",3527545,0,0,0,0,0,0,0,0
"[65,70)",2965505,0,0,0,0,0,0,0,0
"[70,75)",2662322,1223086.148662858,872159.8520664149,0,893139.8677048874,0.4594057926362243,0.3275936765223797,0,0.33547402143876187
"[75,80)",2423598,1874909.8600513232,1788570.2800490577,1439147.2035798584,675022.218874769,0.7736059610757738,0.7379814144297271,0.5938060699752428,0.27852070305173093
"[80,85)",1508497,1076164.3642254202,1068033.8442214115,942584.5123937924,274011.3063456451,0.7134017265035464,0.7080119113405009,0.6248501073544014,0.1816452444689284
"[85,90)",940569,344866.12479836657,344866.12479836657,344866.12479836657,69869.38536089442,0.36665691171872195,0.36665691171872195,0.36665691171872195,0.07428416773346179
"[90,95)",417138,0,0,0,0,0,0,0,0
"[95,100)",109064,0,0,0,0,0,0,0,0
