Eligibility,Agp,Arm,N_All,N,N_Uptake,N_Doses,dRisk_HZ,dC_Med_d,dQ_All_d,Thres,Prop_Uptake,Prop_Doses,Prop_Case,Prop_dQ,Prop_dC_Med
New2023,"[65,70)",RZV_2d,2965505,640873,308563.84904958017,617127.6980991603,-33540.79224344872,-6222206.994893765,3176.6116887065577,113.0308054295381,0.502160096755813,0.502160096755813,0.5457753034638078,0.5107709318757492,0.47409072763164173
SOC,"[70,75)",RZV_2d,2662322,1054369.6604547934,241451.37207275254,482902.7441455051,-22885.103071134996,-5380534.093988023,2446.146744595081,112.77679688733738,0.8951006331645196,0.8951006331645196,0.9181613813713392,0.9040895917181155,0.8840515864971527
SOC,"[75,80)",RZV_2d,2423598,474087.4539202733,64457.83446899298,128915.66893798596,-5029.417944516374,-1521765.745447791,596.4907260833841,111.89220484997551,1,1,1,1,1
ZVL_85,"[80,85)",ReRZV_1d,1508497,1076164.3642254202,256736.72542993142,256736.72542993142,-12499.505657825855,-3719036.277803194,1255.9399410438132,111.9669158324452,1.4178160833803624,1.208908041690181,1.2033917816857758,1.2019439821201832,1.283365792311172
UV_85,"[80,85)",RZV_1d,1508497,432332.6357745799,76633.20777845594,76633.20777845594,-4049.8905156359083,-1590979.194070266,532.080702312752,114.30460501392461,1.542529782510277,1.2712648912551385,1.2692915436569057,1.2874978309332392,1.404587809576519
ZVL_90,"[85,90)",ReRZV_1d,940569,344866.12479836657,46888.65609583177,46888.65609583177,-2045.5922715629847,-611668.9810954224,177.17728395707385,113.55617651749623,1.618836881201056,1.3094184406005278,1.302577392562087,1.3159863637796374,1.4511929116818025
UV_95,"[85,90)",RZV_1d,940569,595702.8752016334,80992.89910529328,80992.89910529328,-3024.684755134635,-1525033.9312875562,435.71497644581547,114.17272544230292,1.7506455884638203,1.37532279423191,1.3517950207008018,1.3860454601881336,1.5673903391766437
UV_95,"[90,95)",RZV_1d,417138,417138,56714.87809345928,56714.87809345928,-1486.353939211442,-887060.0464227494,226.39420995180262,113.56574142155553,1.8429439855658392,1.4214719927829196,1.3759809512637926,1.422447637388281,1.6349784061128032
UV_100,"[95,100)",RZV_1d,109064,109064,14828.549459375658,14828.549459375658,-244.41169705090203,-148900.30120223615,35.935913977947735,113.10233810618742,1.8670761250053884,1.433538062502694,1.3799580149884612,1.4282258130260461,1.6463236172572524
