Scenario,Arm,Age0,Age1,Index,A,M,L,U
Overall,ReRZV_1d,70,80,N0,1,1,1,1
Overall,ReRZV_1d,70,80,Year0,2024,2024,2024,2024
Overall,ReRZV_1d,70,80,Year_Life,16.743674973193816,16.743677605008436,16.743588126821184,16.743739514953987
Overall,ReRZV_1d,70,80,Year_Immunised,9.848486452587897,9.884971067050074,8.87834745344731,10.600693900226293
Overall,ReRZV_1d,70,80,Risk_HZ,0.0606597353599387,0.06030525582744741,0.05337642510536682,0.06960417045710465
Overall,ReRZV_1d,70,80,Risk_Hosp,0.0022077647591827424,0.00217464559098186,0.0016602615998481413,0.0029275289375189023
Overall,ReRZV_1d,70,80,Risk_PHN,0.004794730051158571,0.004767733664705738,0.004072827233959541,0.005688216297365824
Overall,ReRZV_1d,70,80,Risk_Death,4.150760359829675e-5,4.0956505324379745e-5,2.9767216763463964e-5,5.7585102692496235e-5
Overall,ReRZV_1d,70,80,Q_Life,12.681032763060335,12.681034442872706,12.680973494430916,12.681076710039173
Overall,ReRZV_1d,70,80,Q_HZ,-0.008356317594687251,-0.008291978853984663,-0.010149102461643827,-0.00705681413572255
Overall,ReRZV_1d,70,80,Q_HZ_Norm,-0.0027917701392249847,-0.002779257298769942,-0.003311033887785373,-0.002371190788455611
Overall,ReRZV_1d,70,80,Q_All,12.65300302371076,12.653063914752229,12.65116690179416,12.65433638432699
Overall,ReRZV_1d,70,80,Q_HZ_d,-0.006358350247127198,-0.00630433802371126,-0.007569258523928971,-0.005497730083692264
Overall,ReRZV_1d,70,80,Q_HZ_Norm_d,-0.002163227435117321,-0.0021546989244224744,-0.002515083974843611,-0.0018650855532520634
Overall,ReRZV_1d,70,80,Q_Life_d,9.40544160952399,9.405442386751169,9.405411620799589,9.40546385568237
Overall,ReRZV_1d,70,80,Q_All_d,9.399083259276862,9.399140674230175,9.397853356008364,9.399956024310518
Overall,ReRZV_1d,70,80,C_Hosp,9.253646199438197,9.096127108296116,6.8460611712534964,12.548678741375069
Overall,ReRZV_1d,70,80,C_GP_NonPHN,6.861936421740142,6.8276999228432445,6.061576026687059,7.85579855995833
Overall,ReRZV_1d,70,80,C_GP_PHN,2.6455474392087868,2.635924517397731,2.2216640774496086,3.1552234598470723
Overall,ReRZV_1d,70,80,C_GP,9.507483860948929,9.454295541867346,8.360228217842495,10.95010517528456
Overall,ReRZV_1d,70,80,C_Med,18.761130060387124,18.542186040297732,15.307938911240306,23.26835294176696
Overall,ReRZV_1d,70,80,C_VacZVL,110,110,110,110
Overall,ReRZV_1d,70,80,C_VacRZV,68.66182112291749,68.66182270066724,68.66167936882835,68.66194765484585
Overall,ReRZV_1d,70,80,C_Vac,178.66182112291747,178.66182270066724,178.66167936882837,178.66194765484585
Overall,ReRZV_1d,70,80,C_All,197.4229511833046,197.2040654662339,193.969765385029,201.92999196059347
