Scenario,Age0,Arm,Index,A,M,L,U
Vac_50,50,RZV_1d,N0,1,1,1,1
Vac_50,50,RZV_1d,Year0,2024,2024,2024,2024
Vac_50,50,RZV_1d,Year_Life,33.811492578183284,33.811491909560736,33.81132542143653,33.81165934465282
Vac_50,50,RZV_1d,Year_Immunised,16.563033977190965,16.49051029606715,10.95896968056346,22.189805926312772
Vac_50,50,RZV_1d,Risk_HZ,0.1274966043449264,0.12819824552310466,0.08575587140602879,0.16549796145703824
Vac_50,50,RZV_1d,Risk_Hosp,0.004105201415657628,0.004101176220976578,0.0027593888850940295,0.005447791229941926
Vac_50,50,RZV_1d,Risk_PHN,0.008540640603771249,0.0085742180903846,0.005755267444263529,0.011068578929862998
Vac_50,50,RZV_1d,Risk_Death,8.128025206010477e-5,8.146307904868004e-5,5.5815501593350975e-5,1.0648075552497433e-4
Vac_50,50,RZV_1d,Q_Life,26.508933899571,26.508933977176035,26.508817455387536,26.509049167166317
Vac_50,50,RZV_1d,Q_HZ,-0.016945194433398068,-0.017029813512091367,-0.022422082365753257,-0.011336896668708284
Vac_50,50,RZV_1d,Q_HZ_Norm,-0.006124118264503339,-0.006118125305196422,-0.008157285586288096,-0.00412853705533943
Vac_50,50,RZV_1d,Q_All,26.474759816991295,26.47469345049744,26.46920516997274,26.480485429684514
Vac_50,50,RZV_1d,Q_HZ_d,-0.011864186162491514,-0.011888441736635622,-0.015731117036195962,-0.007911911194177812
Vac_50,50,RZV_1d,Q_HZ_Norm_d,-0.0044246735005754115,-0.004411450655956415,-0.0059208565024248755,-0.002957058432615008
Vac_50,50,RZV_1d,Q_Life_d,20.675544731568447,20.67554487970454,20.675477897447355,20.67561051706841
Vac_50,50,RZV_1d,Q_All_d,20.663680545405956,20.66365992814257,20.65975333270815,20.667683655983637
Vac_50,50,RZV_1d,C_Hosp,17.249061083135526,17.201756443478864,11.601279904172738,22.971792279045992
Vac_50,50,RZV_1d,C_GP_NonPHN,14.678671594127332,14.739567602504419,9.838533080267522,19.183466477191242
Vac_50,50,RZV_1d,C_GP_PHN,4.701126065456641,4.720008051682802,3.1572673115309478,6.163056025214426
Vac_50,50,RZV_1d,C_GP,19.379797659583975,19.51914215910881,13.091579966704654,25.19302661889722
Vac_50,50,RZV_1d,C_Med,36.6288587427195,36.55655551927518,24.943199207822946,47.65407361379298
Vac_50,50,RZV_1d,C_VacZVL,0,0,0,0
Vac_50,50,RZV_1d,C_VacRZV,85,85,85,85
Vac_50,50,RZV_1d,C_Vac,85,85,85,85
Vac_50,50,RZV_1d,C_All,121.6288587427195,121.55655551927518,109.94319920782294,132.654073613793
Vac_50,50,RZV_1d,C_Hosp_d,10.519113167549115,10.474898414992117,7.061312502220964,13.98453271659534
Vac_50,50,RZV_1d,C_GP_NonPHN_d,10.570879232562877,10.614412319487826,7.103558851316482,13.947746005987742
Vac_50,50,RZV_1d,C_GP_PHN_d,3.192503714209394,3.2064625714982924,2.1270571706126833,4.195494327337692
Vac_50,50,RZV_1d,C_GP_d,13.763382946772271,13.839730819475996,9.300905304446259,17.995973747192544
Vac_50,50,RZV_1d,C_Med_d,24.282496114321386,24.244181778725277,16.46949485406193,31.64986673054854
Vac_50,50,RZV_1d,C_VacZVL_d,0,0,0,0
Vac_50,50,RZV_1d,C_VacRZV_d,85,85,85,85
Vac_50,50,RZV_1d,C_Vac_d,85,85,85,85
Vac_50,50,RZV_1d,C_All_d,109.28249611432139,109.24418177872528,101.46949485406192,116.64986673054852
Vac_50,50,RZV_1d,N_VacZVL,0,0,0,0
Vac_50,50,RZV_1d,N_VacRZV,1,1,1,1
Vac_50,50,RZV_1d,N_VacZVL_d,0,0,0,0
Vac_50,50,RZV_1d,N_VacRZV_d,1,1,1,1
Vac_50,50,RZV_2d,N0,1,1,1,1
Vac_50,50,RZV_2d,Year0,2024,2024,2024,2024
Vac_50,50,RZV_2d,Year_Life,33.81153917686088,33.811539350659885,33.81136051275733,33.81171914771334
Vac_50,50,RZV_2d,Year_Immunised,19.02556440838676,19.06965124971572,13.738611553793172,24.401891039015865
Vac_50,50,RZV_2d,Risk_HZ,0.11144051652079372,0.11140285037741643,0.07113599808890875,0.15037115007056734
Vac_50,50,RZV_2d,Risk_Hosp,0.003745312370854263,0.0037391858843927577,0.0023562480877909117,0.005182991989563227
Vac_50,50,RZV_2d,Risk_PHN,0.007617897186605199,0.007606689864033592,0.004850573710370232,0.010302614810307134
Vac_50,50,RZV_2d,Risk_Death,7.504173011961452e-5,7.514559943832435e-5,4.69574605663148e-5,1.0186329857010334e-4
Vac_50,50,RZV_2d,Q_Life,26.508966470527724,26.508966788474467,26.508844158727214,26.50909101264094
Vac_50,50,RZV_2d,Q_HZ,-0.014916692606688377,-0.014893895298517222,-0.020482331445939965,-0.009507077551663523
Vac_50,50,RZV_2d,Q_HZ_Norm,-0.005327740738410118,-0.0053096967525924615,-0.007409313778946497,-0.0033918431429725694
Vac_50,50,RZV_2d,Q_All,26.476820494407892,26.476848993744706,26.471173812447667,26.4823345464881
Vac_50,50,RZV_2d,Q_HZ_d,-0.010338557119206945,-0.010315493380253282,-0.014225208114711018,-0.0066031661315558154
Vac_50,50,RZV_2d,Q_HZ_Norm_d,-0.0038059569656222598,-0.0037889116506663522,-0.0052810853857580995,-0.002402594155127881
Vac_50,50,RZV_2d,Q_Life_d,20.675563719081815,20.67556387544657,20.675494294036376,20.67563354077469
Vac_50,50,RZV_2d,Q_All_d,20.665225161962606,20.665233467101707,20.66129096763045,20.669009106268557
