Scenario,Age0,Arm,Index,A,M,L,U
Vac_50,50,RZV_1d,N0,1,1,1,1
Vac_50,50,RZV_1d,Year0,2024,2024,2024,2024
Vac_50,50,RZV_1d,Year_Life,33.811480869558864,33.81147343889522,33.811294535383674,33.81169991287748
Vac_50,50,RZV_1d,Year_Immunised,15.997831677932979,15.813061631634133,9.89750364343446,23.058424183304453
Vac_50,50,RZV_1d,Risk_HZ,0.13150036498877854,0.13300210507372762,0.07934447367712415,0.17507169936418068
Vac_50,50,RZV_1d,Risk_Hosp,0.0041924101651472645,0.004241453654133805,0.002548454029419412,0.005615877127674116
Vac_50,50,RZV_1d,Risk_PHN,0.008782202237143547,0.008894698238507043,0.0053415651518689084,0.011664096902198653
Vac_50,50,RZV_1d,Risk_Death,8.267623494121972e-5,8.366330066638139e-5,4.969021333676221e-5,1.1133992063916027e-4
Vac_50,50,RZV_1d,Q_Life,26.508925651189287,26.508920678468026,26.508797108883986,26.50907653603529
Vac_50,50,RZV_1d,Q_HZ,-0.01745504110705647,-0.01766518172775175,-0.02363246122297968,-0.010458798384411945
Vac_50,50,RZV_1d,Q_HZ_Norm,-0.006320318826279065,-0.006408522443120397,-0.008546969578279343,-0.00379047082338833
Vac_50,50,RZV_1d,Q_All,26.474241787042015,26.47402687092132,26.467940301622846,26.48137913827825
Vac_50,50,RZV_1d,Q_HZ_d,-0.012239622704349612,-0.01238754271263066,-0.016616623775797427,-0.007400447060779242
Vac_50,50,RZV_1d,Q_HZ_Norm_d,-0.004572584777386089,-0.004642126583830878,-0.006202508698322787,-0.0027041119734146405
Vac_50,50,RZV_1d,Q_Life_d,20.675539870466622,20.6755367351492,20.675467242931113,20.675626140300047
Vac_50,50,RZV_1d,Q_All_d,20.663300247762272,20.663148855342705,20.658862687664563,20.66821829665791
Vac_50,50,RZV_1d,C_Hosp,17.593302474226995,17.813113435448855,10.572928217507494,23.75028365425967
Vac_50,50,RZV_1d,C_GP_NonPHN,15.147670549504056,15.319362782668138,9.170714027131849,20.2254185463089
Vac_50,50,RZV_1d,C_GP_PHN,4.835688947547983,4.903136201199908,2.944475810689582,6.463837336730948
Vac_50,50,RZV_1d,C_GP,19.98335949705204,20.20014451595222,12.115987307131785,26.610445429152907
Vac_50,50,RZV_1d,C_Med,37.57666197127903,38.07454029001429,23.10981354435838,49.72496913440294
Vac_50,50,RZV_1d,C_VacZVL,0,0,0,0
Vac_50,50,RZV_1d,C_VacRZV,85,85,85,85
Vac_50,50,RZV_1d,C_Vac,85,85,85,85
Vac_50,50,RZV_1d,C_All,122.57666197127904,123.07454029001428,108.10981354435839,134.72496913440293
Vac_50,50,RZV_1d,C_Hosp_d,10.743675062518934,10.865637310013064,6.452435759218438,14.51661088387844
Vac_50,50,RZV_1d,C_GP_NonPHN_d,10.922986274465643,11.04044054475102,6.567341301965067,14.632726533954735
Vac_50,50,RZV_1d,C_GP_PHN_d,3.2886112034727697,3.3350848909652973,2.002672419784737,4.406883490642079
Vac_50,50,RZV_1d,C_GP_d,14.211597477938414,14.398174445305454,8.553719662515581,19.022477882438963
Vac_50,50,RZV_1d,C_Med_d,24.955272540457347,25.311432683262048,15.259615467622016,33.01944018031646
Vac_50,50,RZV_1d,C_VacZVL_d,0,0,0,0
Vac_50,50,RZV_1d,C_VacRZV_d,85,85,85,85
Vac_50,50,RZV_1d,C_Vac_d,85,85,85,85
Vac_50,50,RZV_1d,C_All_d,109.95527254045734,110.31143268326204,100.25961546762201,118.01944018031647
Vac_50,50,RZV_1d,N_VacZVL,0,0,0,0
Vac_50,50,RZV_1d,N_VacRZV,1,1,1,1
Vac_50,50,RZV_1d,N_VacZVL_d,0,0,0,0
Vac_50,50,RZV_1d,N_VacRZV_d,1,1,1,1
Vac_50,50,RZV_2d,N0,1,1,1,1
Vac_50,50,RZV_2d,Year0,2024,2024,2024,2024
Vac_50,50,RZV_2d,Year_Life,33.811587638893954,33.81158586535799,33.81137906358457,33.811801972733335
Vac_50,50,RZV_2d,Year_Immunised,20.312670302129977,20.298951369910263,13.97341628713417,26.62667521144837
Vac_50,50,RZV_2d,Risk_HZ,0.10120148309819124,0.1012648005680114,0.05336909588333847,0.14934329506273497
Vac_50,50,RZV_2d,Risk_Hosp,0.0033730805259041155,0.0033779906742983775,0.0017601118205860895,0.005040045244038969
Vac_50,50,RZV_2d,Risk_PHN,0.006882313195363469,0.006894472786262288,0.0036097588303138574,0.010094518717978986
Vac_50,50,RZV_2d,Risk_Death,6.749386697049062e-5,6.75627156411151e-5,3.440830388097489e-5,9.958581978472992e-5
Vac_50,50,RZV_2d,Q_Life,26.50899985010271,26.50899849737553,26.508855698988725,26.509147747211486
Vac_50,50,RZV_2d,Q_HZ,-0.013517798811281448,-0.01352815151409515,-0.02020631494247778,-0.007004709340212857
Vac_50,50,RZV_2d,Q_HZ_Norm,-0.004842584163610324,-0.0048611967888096104,-0.00722506824529526,-0.002522939973408993
Vac_50,50,RZV_2d,Q_All,26.478252206374854,26.478232075353553,26.471473292139926,26.484923132401303
Vac_50,50,RZV_2d,Q_HZ_d,-0.009391208605626313,-0.009409348542772117,-0.013984558644393049,-0.004926966884337462
Vac_50,50,RZV_2d,Q_HZ_Norm_d,-0.003469303192581672,-0.003487017424704781,-0.005172685255417297,-0.0018022533726821269
Vac_50,50,RZV_2d,Q_Life_d,20.675582541767973,20.675581864800876,20.675500945310695,20.675666118840486
Vac_50,50,RZV_2d,Q_All_d,20.66619133316235,20.666171324325866,20.661513833744785,20.67074098655682
Vac_50,50,RZV_2d,C_Hosp,14.199936688495171,14.246209177400964,7.317706656152603,21.224891991091884
Vac_50,50,RZV_2d,C_GP_NonPHN,11.620341775491765,11.619992191362051,6.111618148404288,17.230550525168226
