Age0,Arm,Pars,Direction,Thres20,Thres30,Thres20_0,Thres30_0
60,RZV_2d,VE,Q025,92.2692084690431,134.48818159587384,140.00158717960383,203.9791711896259
60,RZV_2d,VE,Q975,178.4527409108914,259.8388632370373,140.00158717960383,203.9791711896259
60,RZV_2d,Inc,Q025,128.98513303828358,187.93640350190884,140.00158717960383,203.9791711896259
60,RZV_2d,Inc,Q975,152.278163524536,221.85783830274005,140.00158717960383,203.9791711896259
60,RZV_2d,Hosp,Q025,138.16319587074742,202.1407798807695,140.00158717960383,203.9791711896259
60,RZV_2d,Hosp,Q975,143.00244819483316,206.98003220485523,140.00158717960383,203.9791711896259
60,RZV_2d,PHN,Q025,139.69772472845239,203.67530873847446,140.00158717960383,203.9791711896259
60,RZV_2d,PHN,Q975,140.3825880610095,204.36017207103157,140.00158717960383,203.9791711896259
60,RZV_2d,Mor,Q025,139.67386140054847,203.4875150298073,140.00158717960383,203.9791711896259
60,RZV_2d,Mor,Q975,140.38267309544676,204.55087831969547,140.00158717960383,203.9791711896259
60,RZV_2d,Q_HZ,Q025,128.3369215648515,186.48217276749742,140.00158717960383,203.9791711896259
60,RZV_2d,Q_HZ,Q975,153.83521232262206,224.72960890415325,140.00158717960383,203.9791711896259
60,RZV_2d,C_GP_NonPHN,Q025,139.93090079537902,203.9084848054011,140.00158717960383,203.9791711896259
60,RZV_2d,C_GP_NonPHN,Q975,140.07178544644466,204.04936945646674,140.00158717960383,203.9791711896259
60,RZV_2d,C_GP_PHN,Q025,139.89447060876822,203.8720546187903,140.00158717960383,203.9791711896259
60,RZV_2d,C_GP_PHN,Q975,140.10227428450918,204.07985829453125,140.00158717960383,203.9791711896259
60,RZV_2d,C_Hosp,Q025,139.75164809488086,203.72923210490293,140.00158717960383,203.9791711896259
60,RZV_2d,C_Hosp,Q975,140.2318184056221,204.20940241564418,140.00158717960383,203.9791711896259
65,RZV_2d,VE,Q025,93.48472301762708,136.00534674604853,140.14737029320023,203.85498259268863
65,RZV_2d,VE,Q975,175.1607133618383,254.65218985827437,140.14737029320023,203.85498259268863
65,RZV_2d,Inc,Q025,129.07492460647177,187.75828917827056,140.14737029320023,203.85498259268863
65,RZV_2d,Inc,Q975,152.37932481471742,221.63698510907028,140.14737029320023,203.85498259268863
65,RZV_2d,Hosp,Q025,137.97728486864472,201.68489716813312,140.14737029320023,203.85498259268863
65,RZV_2d,Hosp,Q975,143.68359833333815,207.39121063282656,140.14737029320023,203.85498259268863
65,RZV_2d,PHN,Q025,139.823290104905,203.5309024043934,140.14737029320023,203.85498259268863
65,RZV_2d,PHN,Q975,140.55164508484967,204.25925738433807,140.14737029320023,203.85498259268863
65,RZV_2d,Mor,Q025,139.7829423708628,203.30826352149984,140.14737029320023,203.85498259268863
65,RZV_2d,Mor,Q975,140.5637267203639,204.47960610140626,140.14737029320023,203.85498259268863
65,RZV_2d,Q_HZ,Q025,127.82190990543262,185.36679201103723,140.14737029320023,203.85498259268863
65,RZV_2d,Q_HZ,Q975,154.73522533269423,225.73676515192963,140.14737029320023,203.85498259268863
65,RZV_2d,C_GP_NonPHN,Q025,140.08022847472003,203.78784077420843,140.14737029320023,203.85498259268863
65,RZV_2d,C_GP_NonPHN,Q975,140.214048470922,203.9216607704104,140.14737029320023,203.85498259268863
65,RZV_2d,C_GP_PHN,Q025,140.0329456031241,203.7405579026125,140.14737029320023,203.85498259268863
65,RZV_2d,C_GP_PHN,Q975,140.2549268615591,203.96253916104752,140.14737029320023,203.85498259268863
65,RZV_2d,C_Hosp,Q025,139.85207460251766,203.55968690200606,140.14737029320023,203.85498259268863
65,RZV_2d,C_Hosp,Q975,140.41843361037087,204.12604590985927,140.14737029320023,203.85498259268863
70,RZV_2d,VE,Q025,90.79357351414336,131.74358851278083,135.34398017262268,196.39048746837935
70,RZV_2d,VE,Q975,166.32215230472247,241.24710147840722,135.34398017262268,196.39048746837935
70,RZV_2d,Inc,Q025,124.60328301558974,180.81526921187816,135.34398017262268,196.39048746837935
70,RZV_2d,Inc,Q975,147.1283501354695,213.4774671513498,135.34398017262268,196.39048746837935
70,RZV_2d,Hosp,Q025,132.7957923943276,193.84229969008427,135.34398017262268,196.39048746837935
70,RZV_2d,Hosp,Q975,139.46410023847,200.51060753422666,135.34398017262268,196.39048746837935
70,RZV_2d,PHN,Q025,135.01250513414712,196.0590124299038,135.34398017262268,196.39048746837935
70,RZV_2d,PHN,Q975,135.75881051236757,196.80531780812424,135.34398017262268,196.39048746837935
70,RZV_2d,Mor,Q025,134.95245199366687,195.80310841165914,135.34398017262268,196.39048746837935
70,RZV_2d,Mor,Q975,135.78553883577098,197.0529248986264,135.34398017262268,196.39048746837935
70,RZV_2d,Q_HZ,Q025,122.55425131913873,177.20589418815342,135.34398017262268,196.39048746837935
70,RZV_2d,Q_HZ,Q975,150.49098999715034,219.11100220517082,135.34398017262268,196.39048746837935
70,RZV_2d,C_GP_NonPHN,Q025,135.2829260359998,196.32943333175646,135.34398017262268,196.39048746837935
70,RZV_2d,C_GP_NonPHN,Q975,135.4046127063332,196.45112000208988,135.34398017262268,196.39048746837935
70,RZV_2d,C_GP_PHN,Q025,135.22707387605556,196.27358117181222,135.34398017262268,196.39048746837935
70,RZV_2d,C_GP_PHN,Q975,135.4538693938208,196.50037668957748,135.34398017262268,196.39048746837935
70,RZV_2d,C_Hosp,Q025,134.99158939198884,196.0380966877455,135.34398017262268,196.39048746837935
70,RZV_2d,C_Hosp,Q975,135.66753762406188,196.71404491981855,135.34398017262268,196.39048746837935
75,RZV_2d,VE,Q025,83.4359031004842,120.62407478785651,124.43314120537563,179.92070174549957
75,RZV_2d,VE,Q975,150.85014835327618,218.06263481924907,124.43314120537563,179.92070174549957
75,RZV_2d,Inc,Q025,114.57892415871505,165.68422684395875,124.43314120537563,179.92070174549957
75,RZV_2d,Inc,Q975,135.20592508232204,195.48148016515583,124.43314120537563,179.92070174549957
75,RZV_2d,Hosp,Q025,121.50583104196272,176.99339158208667,124.43314120537563,179.92070174549957
75,RZV_2d,Hosp,Q975,129.1449794683025,184.63254000842647,124.43314120537563,179.92070174549957
75,RZV_2d,PHN,Q025,124.11836632812577,179.60592686824972,124.43314120537563,179.92070174549957
75,RZV_2d,PHN,Q975,124.82732152763782,180.31488206776177,124.43314120537563,179.92070174549957
75,RZV_2d,Mor,Q025,124.02620505041722,179.31020187614072,124.43314120537563,179.92070174549957
75,RZV_2d,Mor,Q975,124.89679186274714,180.61628824270278,124.43314120537563,179.92070174549957
75,RZV_2d,Q_HZ,Q025,111.80104249315148,160.97255367716332,124.43314120537563,179.92070174549957
75,RZV_2d,Q_HZ,Q975,139.4477429984664,202.4426044351357,124.43314120537563,179.92070174549957
75,RZV_2d,C_GP_NonPHN,Q025,124.38083542512378,179.86839596524771,124.43314120537563,179.92070174549957
75,RZV_2d,C_GP_NonPHN,Q975,124.48508579356901,179.97264633369298,124.43314120537563,179.92070174549957
75,RZV_2d,C_GP_PHN,Q025,124.3223846371991,179.80994517732304,124.43314120537563,179.92070174549957
75,RZV_2d,C_GP_PHN,Q975,124.53724982378965,180.0248103639136,124.43314120537563,179.92070174549957
75,RZV_2d,C_Hosp,Q025,124.01315753645653,179.50071807658048,124.43314120537563,179.92070174549957
75,RZV_2d,C_Hosp,Q975,124.8199473129452,180.30750785306915,124.43314120537563,179.92070174549957
80,RZV_2d,VE,Q025,71.56561465403664,102.95941566481834,107.3074358016573,154.4075838920616
80,RZV_2d,VE,Q975,128.79278703917797,185.29942470221206,107.3074358016573,154.4075838920616
80,RZV_2d,Inc,Q025,98.91189187613757,142.34201223841757,107.3074358016573,154.4075838920616
80,RZV_2d,Inc,Q975,116.5560763948092,167.69714723400716,107.3074358016573,154.4075838920616
80,RZV_2d,Hosp,Q025,104.09327900917097,151.19342709957527,107.3074358016573,154.4075838920616
80,RZV_2d,Hosp,Q975,112.44921769468809,159.5493657850924,107.3074358016573,154.4075838920616
80,RZV_2d,PHN,Q025,107.04421075578661,154.14435884619093,107.3074358016573,154.4075838920616
80,RZV_2d,PHN,Q975,107.6418715549022,154.7420196453065,107.3074358016573,154.4075838920616
80,RZV_2d,Mor,Q025,106.87247283778053,153.75503254660566,107.3074358016573,154.4075838920616
80,RZV_2d,Mor,Q975,107.80930722838684,155.1605158745982,107.3074358016573,154.4075838920616
80,RZV_2d,Q_HZ,Q025,95.54491369888112,136.76380073789736,107.3074358016573,154.4075838920616
80,RZV_2d,Q_HZ,Q975,121.39816728681191,175.54368111979352,107.3074358016573,154.4075838920616
80,RZV_2d,C_GP_NonPHN,Q025,107.26578361490972,154.36593170531404,107.3074358016573,154.4075838920616
80,RZV_2d,C_GP_NonPHN,Q975,107.34880036361466,154.44894845401896,107.3074358016573,154.4075838920616
80,RZV_2d,C_GP_PHN,Q025,107.21489652617701,154.3150446165813,107.3074358016573,154.4075838920616
80,RZV_2d,C_GP_PHN,Q975,107.39442058529497,154.49456867569927,107.3074358016573,154.4075838920616
80,RZV_2d,C_Hosp,Q025,106.82000331915087,153.9201514095552,107.3074358016573,154.4075838920616
80,RZV_2d,C_Hosp,Q975,107.75991848816015,154.86006657856444,107.3074358016573,154.4075838920616
85,RZV_2d,VE,Q025,56.857354311390004,81.31756768763061,85.95952442539307,122.9547084505634
85,RZV_2d,VE,Q975,102.48972707117272,146.59270808576372,85.95952442539307,122.9547084505634
85,RZV_2d,Inc,Q025,79.35254331377968,113.5213330189931,85.95952442539307,122.9547084505634
85,RZV_2d,Inc,Q975,93.45575983146617,133.65824614635036,85.95952442539307,122.9547084505634
85,RZV_2d,Hosp,Q025,82.6801470626584,119.67533108782874,85.95952442539307,122.9547084505634
85,RZV_2d,Hosp,Q975,91.1413793257534,128.13656335092372,85.95952442539307,122.9547084505634
85,RZV_2d,PHN,Q025,85.76037417545723,122.75555820062758,85.95952442539307,122.9547084505634
85,RZV_2d,PHN,Q975,86.20653474706754,123.20171877223787,85.95952442539307,122.9547084505634
85,RZV_2d,Mor,Q025,85.50545599474871,122.27348994058633,85.95952442539307,122.9547084505634
85,RZV_2d,Mor,Q975,86.5046432224486,123.77252666103838,85.95952442539307,122.9547084505634
85,RZV_2d,Q_HZ,Q025,75.64960111407288,107.48982348358311,85.95952442539307,122.9547084505634
85,RZV_2d,Q_HZ,Q975,98.17022722334762,141.27076264749522,85.95952442539307,122.9547084505634
85,RZV_2d,C_GP_NonPHN,Q025,85.9289205993612,122.92410462453154,85.95952442539307,122.9547084505634
85,RZV_2d,C_GP_NonPHN,Q975,85.98991691992643,122.98510094509676,85.95952442539307,122.9547084505634
85,RZV_2d,C_GP_PHN,Q025,85.89283647569252,122.88802050086286,85.95952442539307,122.9547084505634
85,RZV_2d,C_GP_PHN,Q975,86.02220955930876,123.0173935844791,85.95952442539307,122.9547084505634
85,RZV_2d,C_Hosp,Q025,85.43283231277226,122.42801633794261,85.95952442539307,122.9547084505634
85,RZV_2d,C_Hosp,Q975,86.45838612223218,123.45357014740253,85.95952442539307,122.9547084505634
90,RZV_2d,VE,Q025,41.863000757804834,59.518579721300625,63.87565181735207,90.81917549727078
90,RZV_2d,VE,Q975,75.87453939056329,107.87891899761235,63.87565181735207,90.81917549727078
90,RZV_2d,Inc,Q025,58.83496838791646,83.66540519603959,63.87565181735207,90.81917549727078
90,RZV_2d,Inc,Q975,69.33979953571169,98.57371488374201,63.87565181735207,90.81917549727078
90,RZV_2d,Hosp,Q025,60.9465370771054,87.8900607570241,63.87565181735207,90.81917549727078
90,RZV_2d,Hosp,Q975,68.3938092709086,95.33733295082732,63.87565181735207,90.81917549727078
90,RZV_2d,PHN,Q025,63.72847958954925,90.67200326946795,63.87565181735207,90.81917549727078
90,RZV_2d,PHN,Q975,64.06739680011704,91.01092048003574,63.87565181735207,90.81917549727078
90,RZV_2d,Mor,Q025,63.544250643605686,90.32198563733382,63.87565181735207,90.81917549727078
90,RZV_2d,Mor,Q975,64.30289401020684,91.46015236462011,63.87565181735207,90.81917549727078
90,RZV_2d,Q_HZ,Q025,55.57384273889506,78.36646187958526,63.87565181735207,90.81917549727078
90,RZV_2d,Q_HZ,Q975,73.73311154373548,105.6053650868459,63.87565181735207,90.81917549727078
90,RZV_2d,C_GP_NonPHN,Q025,63.85452323900579,90.7980469189245,63.87565181735207,90.81917549727078
90,RZV_2d,C_GP_NonPHN,Q975,63.89663449452512,90.84015817444381,63.87565181735207,90.81917549727078
90,RZV_2d,C_GP_PHN,Q025,63.83233368663802,90.77585736655672,63.87565181735207,90.81917549727078
90,RZV_2d,C_GP_PHN,Q975,63.916369860671445,90.85989354059015,63.87565181735207,90.81917549727078
90,RZV_2d,C_Hosp,Q025,63.3653857228811,90.30890940279981,63.87565181735207,90.81917549727078
90,RZV_2d,C_Hosp,Q975,64.36920054011355,91.31272422003227,63.87565181735207,90.81917549727078
95,RZV_2d,VE,Q025,27.395607136405737,38.79929196382811,42.187657300495125,59.749003668595265
95,RZV_2d,VE,Q975,50.05102598544241,70.88571775487594,42.187657300495125,59.749003668595265
95,RZV_2d,Inc,Q025,38.83194417523223,55.00200053223331,42.187657300495125,59.749003668595265
95,RZV_2d,Inc,Q975,45.856909380911716,64.93957230327676,42.187657300495125,59.749003668595265
95,RZV_2d,Hosp,Q025,39.982201227197876,57.543547595298016,42.187657300495125,59.749003668595265
95,RZV_2d,Hosp,Q975,45.47553320191161,63.03687957001175,42.187657300495125,59.749003668595265
95,RZV_2d,PHN,Q025,42.078160014697694,59.63950638279783,42.187657300495125,59.749003668595265
95,RZV_2d,PHN,Q975,42.34058745829083,59.901933826390966,42.187657300495125,59.749003668595265
95,RZV_2d,Mor,Q025,42.05704509455929,59.55305200016556,42.187657300495125,59.749003668595265
95,RZV_2d,Mor,Q975,42.35604488599111,60.00162805469057,42.187657300495125,59.749003668595265
95,RZV_2d,Q_HZ,Q025,36.145249112059304,50.685391385941536,42.187657300495125,59.749003668595265
95,RZV_2d,Q_HZ,Q975,49.51749736597933,70.74376376682157,42.187657300495125,59.749003668595265
95,RZV_2d,C_GP_NonPHN,Q025,42.1743214104216,59.73566777852174,42.187657300495125,59.749003668595265
95,RZV_2d,C_GP_NonPHN,Q975,42.20090110098382,59.76224746908396,42.187657300495125,59.749003668595265
95,RZV_2d,C_GP_PHN,Q025,42.16232273158361,59.72366909968375,42.187657300495125,59.749003668595265
95,RZV_2d,C_GP_PHN,Q975,42.211471210684984,59.77281757878512,42.187657300495125,59.749003668595265
95,RZV_2d,C_Hosp,Q025,41.78024849579537,59.34159486389551,42.187657300495125,59.749003668595265
95,RZV_2d,C_Hosp,Q975,42.58013756605783,60.14148393415796,42.187657300495125,59.749003668595265
