Pars,Direction,Thres,Age0,Thres0
C_Hosp,0.1,206.6786017181797,50,206.07635978694117
C_Hosp,0.1,207.73016036165689,51,207.06772895167097
C_Hosp,0.1,208.338057684499,52,207.63617272916457
C_Hosp,0.1,208.85178833260198,53,208.14526976187565
C_Hosp,0.1,209.38880383268764,54,208.67506312437058
C_Hosp,0.1,209.65142026816227,55,208.92044040491515
C_Hosp,0.1,209.56269234093384,56,208.78684910951614
C_Hosp,0.1,209.16145303659033,57,208.3747523776796
C_Hosp,0.1,208.5859360806475,58,207.84673486398322
C_Hosp,0.1,207.7673955909533,59,206.9482419524128
C_Hosp,0.1,206.6485780197807,60,205.854451279156
C_Hosp,0.1,205.6073017843517,61,204.78822319972994
C_Hosp,0.1,204.10032137940277,62,203.2598259512855
C_Hosp,0.1,202.48591441342182,63,201.64401786562684
C_Hosp,0.1,200.8063158767403,64,199.92849221265453
C_Hosp,0.1,198.83377669237896,65,197.92506354214726
C_Hosp,0.1,196.65407907725591,66,195.7732543264451
C_Hosp,0.1,194.12844952438894,67,193.22058607305777
C_Hosp,0.1,191.3676653434885,68,190.44124033860533
C_Hosp,0.1,188.4322365639875,69,187.46438806991418
C_Hosp,0.1,185.00257484187094,70,184.03145148093134
C_Hosp,0.1,181.47578928111867,71,180.440790428656
C_Hosp,0.1,177.5282391041523,72,176.53099849132963
C_Hosp,0.1,173.45969906517178,73,172.38299829550937
C_Hosp,0.1,168.94803831525928,74,167.9393580152524
C_Hosp,0.1,164.33257365031469,75,163.25885295852595
C_Hosp,0.1,159.2126852459753,76,158.1859772293305
C_Hosp,0.1,154.21874623368086,77,153.06790577492114
C_Hosp,0.1,148.6949539557168,78,147.58982074596446
C_Hosp,0.1,143.26199744030373,79,142.17457511513413
C_Hosp,0.1,137.60318757086043,80,136.49902604834344
C_Hosp,0.1,131.89160504151982,81,130.83061877040296
C_Hosp,0.1,125.85853775173447,82,124.78659240580683
C_Hosp,0.1,119.88979235914789,83,118.73913084335042
C_Hosp,0.1,113.72151624570968,84,112.63048859038213
C_Hosp,0.1,107.86573559989432,85,106.77160240566485
C_Hosp,0.1,101.89560257942858,86,100.81819166308503
C_Hosp,0.1,96.03363095829339,87,95.00048335162494
C_Hosp,0.1,90.25596561017055,88,89.20809192562277
C_Hosp,0.1,84.47826974170133,89,83.47493570130163
C_Hosp,0.1,78.64715343917004,90,77.71167525539596
C_Hosp,0.1,73.02982301474145,91,72.1426665045849
C_Hosp,0.1,67.75839044590319,92,66.87654437821723
C_Hosp,0.1,62.175485318893635,93,61.334780670647845
C_Hosp,0.1,56.73721465796833,94,55.99299850138197
C_Hosp,0.1,51.02292471675602,95,50.357382161488914
C_Hosp,0.1,44.6540483349181,96,44.03270209600054
C_Hosp,0.1,37.5203896552854,97,37.00665990218309
C_Hosp,0.1,28.681678994262988,98,28.296947060721507
C_Hosp,0.1,17.000404651265605,99,16.759987006239577
C_Hosp,-0.1,205.42498048331657,50,206.07635978694117
C_Hosp,-0.1,206.40121481253442,51,207.06772895167097
C_Hosp,-0.1,206.9143274429134,52,207.63617272916457
C_Hosp,-0.1,207.47443464475595,53,208.14526976187565
C_Hosp,-0.1,207.95061676151357,54,208.67506312437058
C_Hosp,-0.1,208.13859539626174,55,208.92044040491515
C_Hosp,-0.1,208.00939289572767,56,208.78684910951614
C_Hosp,-0.1,207.6486775202361,57,208.3747523776796
C_Hosp,-0.1,207.063727008828,58,207.84673486398322
C_Hosp,-0.1,206.1252320910021,59,206.9482419524128
C_Hosp,-0.1,205.08184604609153,60,205.854451279156
C_Hosp,-0.1,203.9456589719963,61,204.78822319972994
C_Hosp,-0.1,202.45732680941398,62,203.2598259512855
C_Hosp,-0.1,200.8032002123379,63,201.64401786562684
C_Hosp,-0.1,199.0945226330295,64,199.92849221265453
C_Hosp,-0.1,197.06093456964263,65,197.92506354214726
C_Hosp,-0.1,194.83836713522902,66,195.7732543264451
C_Hosp,-0.1,192.34962639335367,67,193.22058607305777
C_Hosp,-0.1,189.48933582268535,68,190.44124033860533
C_Hosp,-0.1,186.50099735371555,69,187.46438806991418
C_Hosp,-0.1,183.027119159545,70,184.03145148093134
C_Hosp,-0.1,179.42991823727147,71,180.440790428656
C_Hosp,-0.1,175.53177704377472,72,176.53099849132963
C_Hosp,-0.1,171.32792073735237,73,172.38299829550937
C_Hosp,-0.1,166.89951797171528,74,167.9393580152524
C_Hosp,-0.1,162.20562079595518,75,163.25885295852595
C_Hosp,-0.1,157.14798360107636,76,158.1859772293305
C_Hosp,-0.1,151.9740465173967,77,153.06790577492114
C_Hosp,-0.1,146.51378474093718,78,147.58982074596446
C_Hosp,-0.1,141.0659167251421,79,142.17457511513413
C_Hosp,-0.1,135.4081245112203,80,136.49902604834344
C_Hosp,-0.1,129.79480391250272,81,130.83061877040296
C_Hosp,-0.1,123.69656887097577,82,124.78659240580683
C_Hosp,-0.1,117.68154034156879,83,118.73913084335042
C_Hosp,-0.1,111.50935665630931,84,112.63048859038213
C_Hosp,-0.1,105.6956373850021,85,106.77160240566485
C_Hosp,-0.1,99.74943487019489,86,100.81819166308503
C_Hosp,-0.1,93.93084648878249,87,95.00048335162494
C_Hosp,-0.1,88.21458603660675,88,89.20809192562277
C_Hosp,-0.1,82.46615054119411,89,83.47493570130163
C_Hosp,-0.1,76.79642527050714,90,77.71167525539596
C_Hosp,-0.1,71.22543656740837,91,72.1426665045849
C_Hosp,-0.1,66.01120552541073,92,66.87654437821723
C_Hosp,-0.1,60.53786132250168,93,61.334780670647845
C_Hosp,-0.1,55.22656206405141,94,55.99299850138197
C_Hosp,-0.1,49.66897363429068,95,50.357382161488914
C_Hosp,-0.1,43.43757138961796,96,44.03270209600054
C_Hosp,-0.1,36.49676391442732,97,37.00665990218309
C_Hosp,-0.1,27.89595430715454,98,28.296947060721507
C_Hosp,-0.1,16.51958392895729,99,16.759987006239577
C_GP_NonPHN,0.1,206.9067493375451,50,206.07635978694117
C_GP_NonPHN,0.1,207.929968399021,51,207.06772895167097
C_GP_NonPHN,0.1,208.52515793080627,52,207.63617272916457
C_GP_NonPHN,0.1,209.01834837813058,53,208.14526976187565
