Age0,Arm,Pars,Direction,Thres20,Thres30,Thres20_0,Thres30_0
60,RZV_2d,VE,Q025,151.89518333918593,221.40354995847454,205.64530723226457,299.2947067549329
60,RZV_2d,VE,Q975,253.47192557900087,368.504660111293,205.64530723226457,299.2947067549329
60,RZV_2d,Inc,Q025,189.48552918939862,275.79008147271475,205.64530723226457,299.2947067549329
60,RZV_2d,Inc,Q975,223.6205443284704,325.44077413588263,205.64530723226457,299.2947067549329
60,RZV_2d,Hosp,Q025,202.6122250580856,296.261624580754,205.64530723226457,299.2947067549329
60,RZV_2d,Hosp,Q975,210.57466460167998,304.2240641243484,205.64530723226457,299.2947067549329
60,RZV_2d,PHN,Q025,205.1908058366283,298.84020535929665,205.64530723226457,299.2947067549329
60,RZV_2d,PHN,Q975,206.21520889899693,299.8646084216653,205.64530723226457,299.2947067549329
60,RZV_2d,Mor,Q025,205.0725323388517,298.43542758429294,205.64530723226457,299.2947067549329
60,RZV_2d,Mor,Q975,206.31045602775876,300.2925656785508,205.64530723226457,299.2947067549329
60,RZV_2d,Q_HZ,Q025,188.50721668555568,273.5875709348696,205.64530723226457,299.2947067549329
60,RZV_2d,Q_HZ,Q975,226.4131530973663,330.44647555258547,205.64530723226457,299.2947067549329
60,RZV_2d,C_GP_NonPHN,Q025,205.54983435325198,299.19923387592036,205.64530723226457,299.2947067549329
60,RZV_2d,C_GP_NonPHN,Q975,205.7426558386089,299.39205536127724,205.64530723226457,299.2947067549329
60,RZV_2d,C_GP_PHN,Q025,205.49044112352067,299.13984064618904,205.64530723226457,299.2947067549329
60,RZV_2d,C_GP_PHN,Q975,205.79646383778558,299.4458633604539,205.64530723226457,299.2947067549329
60,RZV_2d,C_Hosp,Q025,205.24876460520932,298.8981641278777,205.64530723226457,299.2947067549329
60,RZV_2d,C_Hosp,Q975,206.04622577657793,299.69562529924633,205.64530723226457,299.2947067549329
65,RZV_2d,VE,Q025,153.48869918458996,223.34120210801643,197.99249896341666,287.7138445378417
65,RZV_2d,VE,Q975,235.51497994557758,341.9165456926783,197.99249896341666,287.7138445378417
65,RZV_2d,Inc,Q025,182.38668455137258,265.051347654555,197.99249896341666,287.7138445378417
65,RZV_2d,Inc,Q975,215.22938508866926,312.7440956350806,197.99249896341666,287.7138445378417
65,RZV_2d,Hosp,Q025,194.6404771766688,284.3618227510938,197.99249896341666,287.7138445378417
65,RZV_2d,Hosp,Q975,203.43211139844254,293.15345697286756,197.99249896341666,287.7138445378417
65,RZV_2d,PHN,Q025,197.5313377701472,287.25268334457223,197.99249896341666,287.7138445378417
65,RZV_2d,PHN,Q975,198.5684837611505,288.2898293355755,197.99249896341666,287.7138445378417
65,RZV_2d,Mor,Q025,197.39350228750317,286.8152259151194,197.99249896341666,287.7138445378417
65,RZV_2d,Mor,Q975,198.6781203334524,288.74241940045107,197.99249896341666,287.7138445378417
65,RZV_2d,Q_HZ,Q025,180.7847498146923,261.90222081475514,197.99249896341666,287.7138445378417
65,RZV_2d,Q_HZ,Q975,218.88479343622183,319.05228624704944,197.99249896341666,287.7138445378417
65,RZV_2d,C_GP_NonPHN,Q025,197.90484544243571,287.62619101686073,197.99249896341666,287.7138445378417
65,RZV_2d,C_GP_NonPHN,Q975,198.08187458712172,287.80322016154673,197.99249896341666,287.7138445378417
65,RZV_2d,C_GP_PHN,Q025,197.8352173686317,287.55656294305675,197.99249896341666,287.7138445378417
65,RZV_2d,C_GP_PHN,Q975,198.14601319691457,287.8673587713396,197.99249896341666,287.7138445378417
65,RZV_2d,C_Hosp,Q025,197.55429199790188,287.2756375723269,197.99249896341666,287.7138445378417
65,RZV_2d,C_Hosp,Q975,198.4355613557085,288.1569069301335,197.99249896341666,287.7138445378417
70,RZV_2d,VE,Q025,149.28750381154165,216.68368635831447,184.28809962939764,267.19414760106463
70,RZV_2d,VE,Q975,212.2443828406269,307.4865612279716,184.28809962939764,267.19414760106463
70,RZV_2d,Inc,Q025,169.71390772770496,246.0794754845714,184.28809962939764,267.19414760106463
70,RZV_2d,Inc,Q975,200.29617911357255,290.3836726540153,184.28809962939764,267.19414760106463
70,RZV_2d,Hosp,Q025,180.59537927668768,263.5014272483547,184.28809962939764,267.19414760106463
70,RZV_2d,Hosp,Q975,190.24292143576207,273.14896940742904,184.28809962939764,267.19414760106463
70,RZV_2d,PHN,Q025,183.83755959725164,266.7436075689186,184.28809962939764,267.19414760106463
70,RZV_2d,PHN,Q975,184.8524647654819,267.7585127371489,184.28809962939764,267.19414760106463
70,RZV_2d,Mor,Q025,183.6803155707251,266.2823426958944,184.28809962939764,267.19414760106463
70,RZV_2d,Mor,Q975,184.97665548847496,268.2271296853004,184.28809962939764,267.19414760106463
70,RZV_2d,Q_HZ,Q025,167.3398274150122,241.7717392794865,184.28809962939764,267.19414760106463
70,RZV_2d,Q_HZ,Q975,204.92959171454484,298.15638572878544,184.28809962939764,267.19414760106463
70,RZV_2d,C_GP_NonPHN,Q025,184.21091822144325,267.1169661931103,184.28809962939764,267.19414760106463
70,RZV_2d,C_GP_NonPHN,Q975,184.36679739757807,267.27284536924503,184.28809962939764,267.19414760106463
70,RZV_2d,C_GP_PHN,Q025,184.1346769284931,267.04072490016006,184.28809962939764,267.19414760106463
70,RZV_2d,C_GP_PHN,Q975,184.43784740098363,267.34389537265065,184.28809962939764,267.19414760106463
70,RZV_2d,C_Hosp,Q025,183.79902673614234,266.70507470780933,184.28809962939764,267.19414760106463
70,RZV_2d,C_Hosp,Q975,184.78245170117782,267.68849967284484,184.28809962939764,267.19414760106463
75,RZV_2d,VE,Q025,137.8003372583794,199.28635376897176,163.72508866106628,236.59287869505874
75,RZV_2d,VE,Q975,183.27016644322808,264.68219171162724,163.72508866106628,236.59287869505874
75,RZV_2d,Inc,Q025,150.8075958885609,217.94425708912507,163.72508866106628,236.59287869505874
75,RZV_2d,Inc,Q975,177.87063041269798,257.0107209569587,163.72508866106628,236.59287869505874
75,RZV_2d,Hosp,Q025,159.72268321227878,232.59047324627124,163.72508866106628,236.59287869505874
75,RZV_2d,Hosp,Q975,170.15412577696492,243.0219158109574,163.72508866106628,236.59287869505874
75,RZV_2d,PHN,Q025,163.31369775696635,236.18148779095884,163.72508866106628,236.59287869505874
75,RZV_2d,PHN,Q975,164.24087484062966,237.10866487462212,163.72508866106628,236.59287869505874
75,RZV_2d,Mor,Q025,163.12651083113542,235.69488003670324,163.72508866106628,236.59287869505874
75,RZV_2d,Mor,Q975,164.4099826856245,237.62037283736785,163.72508866106628,236.59287869505874
75,RZV_2d,Q_HZ,Q025,147.6940474987164,212.54631695153392,163.72508866106628,236.59287869505874
75,RZV_2d,Q_HZ,Q975,183.39601281306173,266.0992649230519,163.72508866106628,236.59287869505874
75,RZV_2d,C_GP_NonPHN,Q025,163.66088592968927,236.52867596368174,163.72508866106628,236.59287869505874
75,RZV_2d,C_GP_NonPHN,Q975,163.79055276446076,236.65834279845322,163.72508866106628,236.59287869505874
75,RZV_2d,C_GP_PHN,Q025,163.58544020848535,236.45323024247782,163.72508866106628,236.59287869505874
75,RZV_2d,C_GP_PHN,Q975,163.8613921184825,236.72918215247495,163.72508866106628,236.59287869505874
75,RZV_2d,C_Hosp,Q025,163.17682176921295,236.0446118032054,163.72508866106628,236.59287869505874
75,RZV_2d,C_Hosp,Q975,164.27987054131742,237.14766057530989,163.72508866106628,236.59287869505874
80,RZV_2d,VE,Q025,118.94874111402788,171.18023117477355,136.98477664400264,197.04403560955282
80,RZV_2d,VE,Q975,149.71007663400277,215.26837084050305,136.98477664400264,197.04403560955282
80,RZV_2d,Inc,Q025,126.30000772702309,181.69566333487361,136.98477664400264,197.04403560955282
80,RZV_2d,Inc,Q975,148.7695632211777,213.97000204162515,136.98477664400264,197.04403560955282
80,RZV_2d,Hosp,Q025,132.8013502444898,192.86060921004,136.98477664400264,197.04403560955282
80,RZV_2d,Hosp,Q975,143.66493982500856,203.72419879055875,136.98477664400264,197.04403560955282
80,RZV_2d,PHN,Q025,136.65056306012588,196.70982202567606,136.98477664400264,197.04403560955282
80,RZV_2d,PHN,Q975,137.40944359738432,197.4687025629345,136.98477664400264,197.04403560955282
80,RZV_2d,Mor,Q025,136.3800155641861,196.13675700412412,136.98477664400264,197.04403560955282
80,RZV_2d,Mor,Q975,137.68530560608303,198.09498967753046,136.98477664400264,197.04403560955282
80,RZV_2d,Q_HZ,Q025,122.5184068898246,175.3444809782858,136.98477664400264,197.04403560955282
80,RZV_2d,Q_HZ,Q975,154.85721383455186,223.85269139537664,136.98477664400264,197.04403560955282
80,RZV_2d,C_GP_NonPHN,Q025,136.93496583014914,196.99422479569932,136.98477664400264,197.04403560955282
80,RZV_2d,C_GP_NonPHN,Q975,137.03556607613942,197.0948250416896,136.98477664400264,197.04403560955282
80,RZV_2d,C_GP_PHN,Q025,136.8716641360557,196.93092310160588,136.98477664400264,197.04403560955282
80,RZV_2d,C_GP_PHN,Q975,137.0951797714648,197.154438737015,136.98477664400264,197.04403560955282
80,RZV_2d,C_Hosp,Q025,136.38341582546775,196.44267479101794,136.98477664400264,197.04403560955282
80,RZV_2d,C_Hosp,Q975,137.60202137232318,197.66128033787336,136.98477664400264,197.04403560955282
85,RZV_2d,VE,Q025,94.97856596714541,135.86309431658174,106.83894624198422,152.7987363170339
85,RZV_2d,VE,Q975,114.55256014902079,163.80016340407676,106.83894624198422,152.7987363170339
85,RZV_2d,Inc,Q025,98.6414489879613,141.09744243943916,106.83894624198422,152.7987363170339
85,RZV_2d,Inc,Q975,116.13157099935185,166.06395784227763,106.83894624198422,152.7987363170339
85,RZV_2d,Hosp,Q025,102.73322142961722,148.6930115046669,106.83894624198422,152.7987363170339
85,RZV_2d,Hosp,Q975,113.31737004987473,159.27716012492442,106.83894624198422,152.7987363170339
