Scenario,Arm,Age0,Age1,Index,A,M,L,U
Overall,ReRZV_1d,70,80,N0,1,1,1,1
Overall,ReRZV_1d,70,80,Year0,2024,2024,2024,2024
Overall,ReRZV_1d,70,80,Year_Life,16.743674973193816,16.743677605008436,16.743588126821184,16.743739514953987
Overall,ReRZV_1d,70,80,Year_Immunised,9.848486452587897,9.884971067050074,8.87834745344731,10.600693900226293
Overall,ReRZV_1d,70,80,Risk_HZ,0.0606597353599387,0.06030525582744741,0.05337642510536682,0.06960417045710465
Overall,ReRZV_1d,70,80,Risk_Hosp,0.0022077647591827424,0.00217464559098186,0.0016602615998481413,0.0029275289375189023
Overall,ReRZV_1d,70,80,Risk_PHN,0.004794730051158571,0.004767733664705738,0.004072827233959541,0.005688216297365824
Overall,ReRZV_1d,70,80,Risk_Death,4.150760359829675e-5,4.0956505324379745e-5,2.9767216763463964e-5,5.7585102692496235e-5
Overall,ReRZV_1d,70,80,Q_Life,12.681032763060335,12.681034442872706,12.680973494430916,12.681076710039173
Overall,ReRZV_1d,70,80,Q_HZ,-0.008478761271769995,-0.008416102238857626,-0.010169531978792124,-0.007109181732386088
Overall,ReRZV_1d,70,80,Q_HZ_Norm,-0.0028179180043524953,-0.002806149760856343,-0.0033389085519468687,-0.002369580340128363
Overall,ReRZV_1d,70,80,Q_All,12.652880580033678,12.6529411324952,12.651144761811747,12.654288936997338
Overall,ReRZV_1d,70,80,Q_HZ_d,-0.008478761271769995,-0.008416102238857626,-0.010169531978792124,-0.007109181732386088
Overall,ReRZV_1d,70,80,Q_HZ_Norm_d,-0.0028179180043524953,-0.002806149760856343,-0.0033389085519468687,-0.002369580340128363
Overall,ReRZV_1d,70,80,Q_Life_d,12.681032763060335,12.681034442872706,12.680973494430916,12.681076710039173
Overall,ReRZV_1d,70,80,Q_All_d,12.672554001788566,12.67261471359144,12.670816503867387,12.673963236434926
Overall,ReRZV_1d,70,80,C_Hosp,9.256092598186381,9.123421536506935,6.733037608655348,12.454254946724014
Overall,ReRZV_1d,70,80,C_GP_NonPHN,6.860008792246162,6.829594718971302,6.064998464167752,7.849707264221154
Overall,ReRZV_1d,70,80,C_GP_PHN,2.6459866847492823,2.633531666721778,2.2226352823197058,3.136151577301553
Overall,ReRZV_1d,70,80,C_GP,9.505995476995444,9.45078747308418,8.361789739556974,10.902648537092464
Overall,ReRZV_1d,70,80,C_Med,18.762088075181826,18.546740862524018,15.277841782436328,23.293373865953132
Overall,ReRZV_1d,70,80,C_VacZVL,110,110,110,110
Overall,ReRZV_1d,70,80,C_VacRZV,68.66182112291749,68.66182270066724,68.66167936882835,68.66194765484585
Overall,ReRZV_1d,70,80,C_Vac,178.66182112291747,178.66182270066724,178.66167936882837,178.66194765484585
Overall,ReRZV_1d,70,80,C_All,197.4239091980993,197.2085191793815,193.93961382791616,201.95507156919413
