Scenario,Year,Agp,Index,A,M,L,U
Null,2013,"[60,65)",Protection,0,0,0,0
Null,2013,"[60,65)",N,2939771,2939771,2939771,2939771
Null,2013,"[60,65)",N_Uptake_ZVL,0,0,0,0
Null,2013,"[60,65)",N_Uptake_RZV,0,0,0,0
Null,2013,"[60,65)",N_Covered_ZVL,0,0,0,0
Null,2013,"[60,65)",N_Covered_RZV,0,0,0,0
Null,2013,"[60,65)",N_HZ,17676.763621514263,17680.985460238287,16893.75975381208,18408.962617042238
Null,2013,"[60,65)",N_HZ_GP,17546.40550335495,17549.258804404708,16791.008386842877,18279.989124987056
Null,2013,"[60,65)",N_HZ_Hosp,130.35811815931203,129.83560435689128,98.77090260558172,169.1812245642553
Null,2013,"[60,65)",N_HZ_PHN,703.264486808746,703.1192537527837,610.7133869238097,812.0425172007433
Null,2013,"[60,65)",N_HZ_PHN_GP,698.0673281998229,696.9731398001156,606.2728547737406,806.7187206018131
Null,2013,"[60,65)",N_HZ_Death,0.00407739258446719,0.003973880884538369,0.0029035841137454678,0.005597123980102008
Null,2013,"[60,65)",Coverage_ZVL,0,0,0,0
Null,2013,"[60,65)",Coverage_RZV,0,0,0,0
Null,2013,"[60,65)",Coverage,0,0,0,0
Null,2013,"[60,65)",IncR_HZ,0.006012972990588132,0.006014409102014506,0.005746624398231046,0.006262039668070145
Null,2013,"[60,65)",IncR_HZ_Hosp,4.434294989620349e-5,4.4165210268722045e-5,3.359816210364063e-5,5.754911677278785e-5
Null,2013,"[60,65)",IncR_HZ_PHN,2.3922424121087868e-4,2.391748383642072e-4,2.0774182306166353e-4,2.7622645342128464e-4
Null,2013,"[60,65)",MorR_HZ,1.386976259194063e-9,1.3517654553835549e-9,9.876905764923419e-10,1.903931966164034e-9
Null,2013,"[65,70)",Protection,0,0,0,0
Null,2013,"[65,70)",N,2917799,2917799,2917799,2917799
Null,2013,"[65,70)",N_Uptake_ZVL,0,0,0,0
Null,2013,"[65,70)",N_Uptake_RZV,0,0,0,0
Null,2013,"[65,70)",N_Covered_ZVL,0,0,0,0
Null,2013,"[65,70)",N_Covered_RZV,0,0,0,0
Null,2013,"[65,70)",N_HZ,20286.23243792007,20294.378138363136,19206.50864125953,21107.625302727403
Null,2013,"[65,70)",N_HZ_GP,20074.31425757307,20077.84062117342,19018.989580013997,20921.12276236221
Null,2013,"[65,70)",N_HZ_Hosp,211.91818034699745,206.9250686712635,163.49997088860982,276.23302169399216
Null,2013,"[65,70)",N_HZ_PHN,1017.2880015954444,1012.8388644843265,860.2108944922933,1162.0959473923251
Null,2013,"[65,70)",N_HZ_PHN_GP,1006.562448078647,1001.3465446148123,852.2279535352309,1149.8984325051
Null,2013,"[65,70)",N_HZ_Death,0.010943017364664116,0.010789943636390683,0.008307547532044567,0.014004348179735159
Null,2013,"[65,70)",Coverage_ZVL,0,0,0,0
Null,2013,"[65,70)",Coverage_RZV,0,0,0,0
Null,2013,"[65,70)",Coverage,0,0,0,0
Null,2013,"[65,70)",IncR_HZ,0.0069525805026048985,0.0069553722303569,0.006582533149562232,0.007234091622735973
Null,2013,"[65,70)",IncR_HZ_Hosp,7.262946499981576e-5,7.091820535659362e-5,5.603537834121193e-5,9.467171031794588e-5
Null,2013,"[65,70)",IncR_HZ_PHN,3.486491021470102e-4,3.471242756901097e-4,2.948149939362832e-4,3.982782732437447e-4
Null,2013,"[65,70)",MorR_HZ,3.750435641613462e-9,3.6979735877593632e-9,2.8471966478995184e-9,4.799627451971559e-9
Null,2013,"[70,75)",Protection,0,0,0,0
Null,2013,"[70,75)",N,2105774,2105774,2105774,2105774
Null,2013,"[70,75)",N_Uptake_ZVL,0,0,0,0
Null,2013,"[70,75)",N_Uptake_RZV,0,0,0,0
Null,2013,"[70,75)",N_Covered_ZVL,0,0,0,0
Null,2013,"[70,75)",N_Covered_RZV,0,0,0,0
Null,2013,"[70,75)",N_HZ,16873.960918898294,16872.520015830287,16257.674861248952,17562.332649424636
Null,2013,"[70,75)",N_HZ_GP,16599.917729372533,16587.32568456135,15994.864190016913,17282.125448580002
Null,2013,"[70,75)",N_HZ_Hosp,274.04318952576165,271.624879494934,204.6755005749663,351.2421565521368
Null,2013,"[70,75)",N_HZ_PHN,1083.524031290147,1081.264222290832,946.4694354422126,1221.2107287687297
Null,2013,"[70,75)",N_HZ_PHN_GP,1065.763338843874,1066.034604336119,929.4490692177592,1203.3832531992969
Null,2013,"[70,75)",N_HZ_Death,0.022119838060706633,0.02196215839828238,0.0180620988450441,0.02658915402821593
Null,2013,"[70,75)",Coverage_ZVL,0,0,0,0
Null,2013,"[70,75)",Coverage_RZV,0,0,0,0
Null,2013,"[70,75)",Coverage,0,0,0,0
Null,2013,"[70,75)",IncR_HZ,0.00801318703664225,0.008012502773721342,0.007720522174387638,0.008340084287024454
Null,2013,"[70,75)",IncR_HZ_Hosp,1.3013893681171942e-4,1.289905182108498e-4,9.719727785363781e-5,1.6679955045134797e-4
